"model","method","p","n","rho","avg_width","median_width"
"vasicek","Agresti_Coull",0.01,10000,0.25,0.00307849512421548,0.0024083796089823
"vasicek","Clopper_Pearson",0.01,10000,0.25,0.00311088228652527,0.00245783639272479
"vasicek","Wald",0.01,10000,0.25,0.0029811137998848,0.00234771944219769
"vasicek","Wilson",0.01,10000,0.25,0.00304048900695832,0.00237802630485084
"vasicek","Agresti_Coull",0.01,25000,0.01,0.00244837935386905,0.00243650306419293
"vasicek","Clopper_Pearson",0.01,25000,0.01,0.00248057671447522,0.00246881363263936
"vasicek","Wald",0.01,25000,0.01,0.0024390965932564,0.002427356338845
"vasicek","Wilson",0.01,25000,0.01,0.00244364964148671,0.00243184130237609
"vasicek","Agresti_Coull",0.01,25000,0.05,0.0023450338548289,0.00227253085886666
"vasicek","Clopper_Pearson",0.01,25000,0.05,0.00237617073112787,0.0023042316944679
"vasicek","Wald",0.01,25000,0.05,0.00233446766439925,0.0022626427295335
"vasicek","Wilson",0.01,25000,0.05,0.00233967116491698,0.00226750585340385
"vasicek","Agresti_Coull",0.01,25000,0.1,0.00224558645843032,0.00208369399073049
"vasicek","Clopper_Pearson",0.01,25000,0.1,0.00227508971327542,0.00211457799502812
"vasicek","Wald",0.01,25000,0.1,0.00223302668253021,0.00207281378815171
"vasicek","Wilson",0.01,25000,0.1,0.00223925387929024,0.00207818202665891
"vasicek","Agresti_Coull",0.01,25000,0.2,0.00204078793058611,0.00171267326027605
"vasicek","Clopper_Pearson",0.01,25000,0.2,0.0020653681004362,0.00174144219087758
"vasicek","Wald",0.01,25000,0.2,0.00202136513973016,0.00169922825200079
"vasicek","Wilson",0.01,25000,0.2,0.00203167344974731,0.00170589951428583
"vasicek","Agresti_Coull",0.01,25000,0.25,0.00192033026718701,0.00149214751698241
"vasicek","Clopper_Pearson",0.01,25000,0.25,0.00194165752727895,0.00151916884169301
"vasicek","Wald",0.01,25000,0.25,0.00189535754201972,0.00147658569892363
"vasicek","Wilson",0.01,25000,0.25,0.00190952786229002,0.001484331186584
"vasicek","Agresti_Coull",0.01,50000,0.01,0.00172629655053439,0.00171788462409067
"vasicek","Clopper_Pearson",0.01,50000,0.01,0.00174353441199779,0.00173515992988209
"vasicek","Wald",0.01,50000,0.01,0.00172301038003758,0.00171464338387145
"vasicek","Wilson",0.01,50000,0.01,0.00172462131956177,0.00171623193231765
"vasicek","Agresti_Coull",0.01,50000,0.05,0.00166271688420035,0.00161094819851973
"vasicek","Clopper_Pearson",0.01,50000,0.05,0.00167960262771142,0.0016280251076131
"vasicek","Wald",0.01,50000,0.05,0.00165900518249612,0.0016074658306566
"vasicek","Wilson",0.01,50000,0.05,0.00166083088437018,0.00160917718508063
"vasicek","Agresti_Coull",0.01,50000,0.1,0.00158037034004126,0.00147777475446124
"vasicek","Clopper_Pearson",0.01,50000,0.1,0.00159662918005686,0.00149456601067863
"vasicek","Wald",0.01,50000,0.1,0.00157589976176257,0.00147394562595239
"vasicek","Wilson",0.01,50000,0.1,0.00157811001744801,0.00147583323481911
"vasicek","Agresti_Coull",0.01,50000,0.2,0.00142771737588131,0.0011885051169726
"vasicek","Clopper_Pearson",0.01,50000,0.2,0.00144195670536816,0.00120446241600841
"vasicek","Wald",0.01,50000,0.2,0.0014205403727391,0.00118366554134089
"vasicek","Wilson",0.01,50000,0.2,0.00142429669870757,0.00118606520428347
"vasicek","Agresti_Coull",0.01,50000,0.25,0.00133787011481066,0.0010496211757807
"vasicek","Clopper_Pearson",0.01,50000,0.25,0.00135083571511413,0.00106501822410042
"vasicek","Wald",0.01,50000,0.25,0.00132869339651965,0.00104410376071198
"vasicek","Wilson",0.01,50000,0.25,0.00133376065991151,0.00104684620972869
"vasicek","Agresti_Coull",0.01,1e+05,0.01,0.00122391710238842,0.00121482345794374
"vasicek","Clopper_Pearson",0.01,1e+05,0.01,0.00123294441814058,0.00122386071406892
"vasicek","Wald",0.01,1e+05,0.01,0.00122275994144793,0.0012136781694225
"vasicek","Wilson",0.01,1e+05,0.01,0.00122332694446825,0.00121423931008911
"vasicek","Agresti_Coull",0.01,1e+05,0.05,0.00117685552424904,0.00113455862191791
"vasicek","Clopper_Pearson",0.01,1e+05,0.05,0.0011857516596248,0.00114352123435904
"vasicek","Wald",0.01,1e+05,0.05,0.00117553992220499,0.00113332263670157
"vasicek","Wilson",0.01,1e+05,0.05,0.00117618674604568,0.00113392993205857
"vasicek","Agresti_Coull",0.01,1e+05,0.1,0.00113179359639521,0.0010443171308221
"vasicek","Clopper_Pearson",0.01,1e+05,0.1,0.00114048685896145,0.00105318267358121
"vasicek","Wald",0.01,1e+05,0.1,0.00113023308595741,0.00104296334611773
"vasicek","Wilson",0.01,1e+05,0.1,0.00113100330596831,0.00104363046175852
"vasicek","Agresti_Coull",0.01,1e+05,0.2,0.00100806540115807,0.000856646323052861
"vasicek","Clopper_Pearson",0.01,1e+05,0.2,0.00101607091732995,0.000865246740306891
"vasicek","Wald",0.01,1e+05,0.2,0.00100563724426373,0.00085497139075408
"vasicek","Wilson",0.01,1e+05,0.2,0.00100687002314473,0.000855801080375604
"vasicek","Agresti_Coull",0.01,1e+05,0.25,0.000949888156132062,0.000749461512171263
"vasicek","Clopper_Pearson",0.01,1e+05,0.25,0.000957339552079984,0.000757852411909854
"vasicek","Wald",0.01,1e+05,0.25,0.000946676146526319,0.000747533192852193
"vasicek","Wilson",0.01,1e+05,0.25,0.00094838049437251,0.000748490822597536
"vasicek","Agresti_Coull",0.02,5000,0.01,0.00777180500943313,0.00775215224977786
"vasicek","Clopper_Pearson",0.02,5000,0.01,0.00791338171163226,0.00789461069686755
"vasicek","Wald",0.02,5000,0.01,0.00770321655746254,0.00768462663062022
"vasicek","Wilson",0.02,5000,0.01,0.00773613532751997,0.00771700826614772
"vasicek","Agresti_Coull",0.02,5000,0.05,0.00749160799888344,0.00732120457010887
"vasicek","Clopper_Pearson",0.02,5000,0.05,0.00762611503695615,0.00745955591843408
"vasicek","Wald",0.02,5000,0.05,0.00741440508260005,0.00724863261077698
"vasicek","Wilson",0.02,5000,0.05,0.0074517588784915,0.00728363904529688
"vasicek","Agresti_Coull",0.02,5000,0.1,0.00722335170108063,0.00686108799059762
"vasicek","Clopper_Pearson",0.02,5000,0.1,0.00734789233980212,0.00699452341754267
"vasicek","Wald",0.02,5000,0.1,0.00713369734186987,0.00678248588224804
"vasicek","Wilson",0.02,5000,0.1,0.00717767990224593,0.00682062140171289
"vasicek","Agresti_Coull",0.02,5000,0.2,0.0066598384745033,0.00582533030312277
"vasicek","Clopper_Pearson",0.02,5000,0.2,0.00675663684735055,0.00594501315324205
"vasicek","Wald",0.02,5000,0.2,0.00652709310234299,0.00572989965054543
"vasicek","Wilson",0.02,5000,0.2,0.00659911430784394,0.00577674005257411
"vasicek","Agresti_Coull",0.02,5000,0.25,0.00637336156868901,0.0052841720951774
"vasicek","Clopper_Pearson",0.02,5000,0.25,0.00645363623160885,0.00539460173095529
"vasicek","Wald",0.02,5000,0.25,0.00620949141533286,0.00517743991185093
"vasicek","Wilson",0.02,5000,0.25,0.00630456583187585,0.00523011551087749
"vasicek","Agresti_Coull",0.02,10000,0.01,0.00546954087157305,0.00544427352480852
"vasicek","Clopper_Pearson",0.02,10000,0.01,0.00554883965787017,0.00552380787051312
"vasicek","Wald",0.02,10000,0.01,0.00544523411062995,0.00542024841818035
"vasicek","Wilson",0.02,10000,0.01,0.00545688298845467,0.0054317574456094
"vasicek","Agresti_Coull",0.02,10000,0.05,0.00531962446439764,0.00517997649816272
"vasicek","Clopper_Pearson",0.02,10000,0.05,0.00539671433875724,0.00525825126705021
"vasicek","Wald",0.02,10000,0.05,0.00529263644840102,0.00515440568678556
"vasicek","Wilson",0.02,10000,0.05,0.00530565193421085,0.00516671584191893
"vasicek","Agresti_Coull",0.02,10000,0.1,0.00508558475512008,0.00480838771251061
"vasicek","Clopper_Pearson",0.02,10000,0.1,0.00515889053750013,0.00488467490791709
"vasicek","Wald",0.02,10000,0.1,0.00505399132449245,0.00478038229294582
"vasicek","Wilson",0.02,10000,0.1,0.00506936968726857,0.00479395063401422
"vasicek","Agresti_Coull",0.02,10000,0.2,0.0046792038530963,0.00410389753665118
"vasicek","Clopper_Pearson",0.02,10000,0.2,0.00474123981392049,0.00417549143116085
"vasicek","Wald",0.02,10000,0.2,0.00463163041757979,0.0040701595754014
"vasicek","Wilson",0.02,10000,0.2,0.00465664759214428,0.00408667754708562
"vasicek","Agresti_Coull",0.02,10000,0.25,0.00447700471897125,0.0037994575492013
"vasicek","Clopper_Pearson",0.02,10000,0.25,0.00453249237529228,0.00386851019394493
"vasicek","Wald",0.02,10000,0.25,0.00441857326656531,0.00376262245031592
"vasicek","Wilson",0.02,10000,0.25,0.00445101766997669,0.00378072899826558
"vasicek","Agresti_Coull",0.02,25000,0.01,0.00345051488203832,0.00343930901220262
"vasicek","Clopper_Pearson",0.02,25000,0.01,0.00348527491615896,0.00347413253970999
"vasicek","Wald",0.02,25000,0.01,0.00344436080133243,0.00343323094412983
"vasicek","Wilson",0.02,25000,0.01,0.00344730739149699,0.00343613981388179
"vasicek","Agresti_Coull",0.02,25000,0.05,0.00334790383899168,0.0032573276287691
"vasicek","Clopper_Pearson",0.02,25000,0.05,0.00338207625710777,0.00329180321718837
"vasicek","Wald",0.02,25000,0.05,0.00334103753903915,0.00325082291750556
"vasicek","Wilson",0.02,25000,0.05,0.0033443454153527,0.00325395242053433
"vasicek","Agresti_Coull",0.02,25000,0.1,0.00322250811083404,0.00304029385584206
"vasicek","Clopper_Pearson",0.02,25000,0.1,0.00325575582748339,0.00307430432388933
"vasicek","Wald",0.02,25000,0.1,0.00321451796577372,0.00303321989782785
"vasicek","Wilson",0.02,25000,0.1,0.00321839832525614,0.00303664284885623
"vasicek","Agresti_Coull",0.02,25000,0.2,0.00290145197420984,0.00254760417577105
"vasicek","Clopper_Pearson",0.02,25000,0.2,0.00293168677356461,0.0025802849300574
"vasicek","Wald",0.02,25000,0.2,0.00288961360343208,0.00253890802310803
"vasicek","Wilson",0.02,25000,0.2,0.00289558164427025,0.00254316280668005
"vasicek","Agresti_Coull",0.02,25000,0.25,0.00278152946725931,0.00235087064496615
"vasicek","Clopper_Pearson",0.02,25000,0.25,0.00280955565448338,0.00238287300953046
"vasicek","Wald",0.02,25000,0.25,0.00276646693316536,0.0023413490546015
"vasicek","Wilson",0.02,25000,0.25,0.00277442312107024,0.00234602530561108
"vasicek","Agresti_Coull",0.02,50000,0.01,0.00243818151616121,0.00242859583006511
"vasicek","Clopper_Pearson",0.02,50000,0.01,0.00245632849040981,0.00244676373729941
"vasicek","Wald",0.02,50000,0.01,0.00243600486382807,0.00242644417727175
"vasicek","Wilson",0.02,50000,0.01,0.00243704673059009,0.00242747370354042
"vasicek","Agresti_Coull",0.02,50000,0.05,0.0023713554275976,0.00231126437091658
"vasicek","Clopper_Pearson",0.02,50000,0.05,0.00238930653555389,0.00232932045465748
"vasicek","Wald",0.02,50000,0.05,0.0023689415373498,0.00230897562566397
"vasicek","Wilson",0.02,50000,0.05,0.00237010351214872,0.00231007600317976
"vasicek","Agresti_Coull",0.02,50000,0.1,0.00227207371040727,0.00215838169823222
"vasicek","Clopper_Pearson",0.02,50000,0.1,0.00228967310280232,0.00217627530317132
"vasicek","Wald",0.02,50000,0.1,0.00226923405232003,0.0021558941280662
"vasicek","Wilson",0.02,50000,0.1,0.00227061152037766,0.00215709693886735
"vasicek","Agresti_Coull",0.02,50000,0.2,0.00207061903046224,0.0018166545153007
"vasicek","Clopper_Pearson",0.02,50000,0.2,0.00208713025150431,0.00183409314161328
"vasicek","Wald",0.02,50000,0.2,0.00206643594420119,0.00181361199017365
"vasicek","Wilson",0.02,50000,0.2,0.00206851243841251,0.00181509914696472
"vasicek","Agresti_Coull",0.02,50000,0.25,0.00196598179363947,0.00162865857861082
"vasicek","Clopper_Pearson",0.02,50000,0.25,0.00198157999303303,0.00164577007361424
"vasicek","Wald",0.02,50000,0.25,0.00196051876240097,0.00162521822701372
"vasicek","Wilson",0.02,50000,0.25,0.00196335728081308,0.00162690819854262
"vasicek","Agresti_Coull",0.02,1e+05,0.01,0.00172082592679934,0.00171264094379855
"vasicek","Clopper_Pearson",0.02,1e+05,0.01,0.00173016951992629,0.00172199132084351
"vasicek","Wald",0.02,1e+05,0.01,0.00172005471075734,0.00171187780623484
"vasicek","Wilson",0.02,1e+05,0.01,0.00172042385855265,0.0017122429891229
"vasicek","Agresti_Coull",0.02,1e+05,0.05,0.00166952916933447,0.00162964068347939
"vasicek","Clopper_Pearson",0.02,1e+05,0.05,0.00167879903001699,0.00163895132841576
"vasicek","Wald",0.02,1e+05,0.05,0.00166866865987813,0.00162882884529613
"vasicek","Wilson",0.02,1e+05,0.05,0.00166908298596032,0.0016292191847776
"vasicek","Agresti_Coull",0.02,1e+05,0.1,0.00160593298478771,0.00151577622392921
"vasicek","Clopper_Pearson",0.02,1e+05,0.1,0.001615085140394,0.00152502585506642
"vasicek","Wald",0.02,1e+05,0.1,0.00160493008771397,0.0015148897434298
"vasicek","Wilson",0.02,1e+05,0.1,0.00160541634122348,0.00151531851357546
"vasicek","Agresti_Coull",0.02,1e+05,0.2,0.00146952016454534,0.00129862524488938
"vasicek","Clopper_Pearson",0.02,1e+05,0.2,0.00147828248651104,0.00130773098986261
"vasicek","Wald",0.02,1e+05,0.2,0.00146803729634264,0.00129756328035477
"vasicek","Wilson",0.02,1e+05,0.2,0.00146877185248057,0.00129808192583572
"vasicek","Agresti_Coull",0.02,1e+05,0.25,0.00141561719423683,0.0011731536303697
"vasicek","Clopper_Pearson",0.02,1e+05,0.25,0.00142407818024977,0.00118215335795918
"vasicek","Wald",0.02,1e+05,0.25,0.0014137361106493,0.0011719627286979
"vasicek","Wilson",0.02,1e+05,0.25,0.00141469391841461,0.00117254709335706
"vasicek","Agresti_Coull",0.05,5000,0.01,0.0120426909977525,0.01200230082732
"vasicek","Clopper_Pearson",0.05,5000,0.01,0.0122107805771096,0.0121706542163643
"vasicek","Wald",0.05,5000,0.01,0.012006972713805,0.0119668923145661
"vasicek","Wilson",0.05,5000,0.01,0.0120225527496542,0.0119823237525468
"vasicek","Agresti_Coull",0.05,5000,0.05,0.0117422813427421,0.0115904197262367
"vasicek","Clopper_Pearson",0.05,5000,0.05,0.0119072510639008,0.0117569928920348
"vasicek","Wald",0.05,5000,0.05,0.0117027368955009,0.0115527788895032
"vasicek","Wilson",0.05,5000,0.05,0.0117202997235829,0.0115694088163188
"vasicek","Agresti_Coull",0.05,5000,0.1,0.0114343372025511,0.0111725690809694
"vasicek","Clopper_Pearson",0.05,5000,0.1,0.0115949891007993,0.0113372257124691
"vasicek","Wald",0.05,5000,0.1,0.0113894893976725,0.0111325302849502
"vasicek","Wilson",0.05,5000,0.1,0.011409806951447,0.0111504431775509
"vasicek","Agresti_Coull",0.05,5000,0.2,0.0106274058024962,0.010008268040746
"vasicek","Clopper_Pearson",0.05,5000,0.2,0.0107738761134474,0.0101668790822079
"vasicek","Wald",0.05,5000,0.2,0.0105643909056384,0.00996069663464038
"vasicek","Wilson",0.05,5000,0.2,0.0105946292924317,0.00998261320336538
"vasicek","Agresti_Coull",0.05,5000,0.25,0.0102029055596734,0.00926187773219201
"vasicek","Clopper_Pearson",0.05,5000,0.25,0.0103391342513801,0.00941592825827735
"vasicek","Wald",0.05,5000,0.25,0.0101245394498575,0.00920865086671415
"vasicek","Wilson",0.05,5000,0.25,0.0101645141009195,0.00923355110127
"vasicek","Agresti_Coull",0.05,10000,0.01,0.00849623792330047,0.00849072864040618
"vasicek","Clopper_Pearson",0.05,10000,0.01,0.0085849372158305,0.008579564949996
"vasicek","Wald",0.05,10000,0.01,0.00848357540358631,0.00847823059602476
"vasicek","Wilson",0.05,10000,0.01,0.0084890967384328,0.00848366992985751
"vasicek","Agresti_Coull",0.05,10000,0.05,0.00828376845638043,0.00817385553681656
"vasicek","Clopper_Pearson",0.05,10000,0.05,0.00837136577961644,0.00826200703932507
"vasicek","Wald",0.05,10000,0.05,0.00826975590803514,0.0081604992297445
"vasicek","Wilson",0.05,10000,0.05,0.00827597475019098,0.00816639874520558
"vasicek","Agresti_Coull",0.05,10000,0.1,0.00804667527299105,0.00784136661546334
"vasicek","Clopper_Pearson",0.05,10000,0.1,0.00813261552068534,0.00792875065866414
"vasicek","Wald",0.05,10000,0.1,0.00803064012495905,0.00782705083576529
"vasicek","Wilson",0.05,10000,0.1,0.0080378982822548,0.00783346277164922
"vasicek","Agresti_Coull",0.05,10000,0.2,0.00749953387352998,0.00703981154415295
"vasicek","Clopper_Pearson",0.05,10000,0.2,0.00758031785519544,0.00712509689371423
"vasicek","Wald",0.05,10000,0.2,0.00747703269358571,0.00702288326192378
"vasicek","Wilson",0.05,10000,0.2,0.00748772822647947,0.00703068083827019
"vasicek","Agresti_Coull",0.05,10000,0.25,0.00724384683023008,0.00667270459751836
"vasicek","Clopper_Pearson",0.05,10000,0.25,0.00732109869555381,0.00675688493905129
"vasicek","Wald",0.05,10000,0.25,0.00721655046417626,0.00665440649685513
"vasicek","Wilson",0.05,10000,0.25,0.00723002294012422,0.00666292573447994
"vasicek","Agresti_Coull",0.05,25000,0.01,0.00537403350385305,0.00535700213542502
"vasicek","Clopper_Pearson",0.05,25000,0.01,0.00541118009358808,0.00539417047286791
"vasicek","Wald",0.05,25000,0.01,0.00537083419692841,0.0053538282867263
"vasicek","Wilson",0.05,25000,0.01,0.0053722280167186,0.00535521000739156
"vasicek","Agresti_Coull",0.05,25000,0.05,0.00524950355314189,0.00517749437469409
"vasicek","Clopper_Pearson",0.05,25000,0.05,0.00528637796978201,0.00521450758657355
"vasicek","Wald",0.05,25000,0.05,0.00524597129234655,0.00517412616738276
"vasicek","Wilson",0.05,25000,0.05,0.00524753658162137,0.00517561201914257
"vasicek","Agresti_Coull",0.05,25000,0.1,0.00506680759191504,0.00493565621666836
"vasicek","Clopper_Pearson",0.05,25000,0.1,0.00510323686935932,0.00497244580325004
"vasicek","Wald",0.05,25000,0.1,0.00506273156544033,0.00493200854461177
"vasicek","Wilson",0.05,25000,0.1,0.00506457628751229,0.00493364350683992
"vasicek","Agresti_Coull",0.05,25000,0.2,0.00470961575663446,0.00442654983806774
"vasicek","Clopper_Pearson",0.05,25000,0.2,0.00474470950611148,0.00446280218389598
"vasicek","Wald",0.05,25000,0.2,0.00470388495712216,0.00442223381897153
"vasicek","Wilson",0.05,25000,0.2,0.00470659465901158,0.00442422276105885
"vasicek","Agresti_Coull",0.05,25000,0.25,0.0045130380462577,0.00408202710137482
"vasicek","Clopper_Pearson",0.05,25000,0.25,0.004547146391001,0.00411785099678361
"vasicek","Wald",0.05,25000,0.25,0.00450605452319363,0.00407718067128804
"vasicek","Wilson",0.05,25000,0.25,0.00450944187334963,0.00407944829508516
"vasicek","Agresti_Coull",0.05,50000,0.01,0.00379716997937965,0.00379488980799507
"vasicek","Clopper_Pearson",0.05,50000,0.01,0.00381616067481349,0.00381389213728909
"vasicek","Wald",0.05,50000,0.01,0.00379603773242824,0.00379377151473874
"vasicek","Wilson",0.05,50000,0.01,0.00379653103009481,0.00379425787439476
"vasicek","Agresti_Coull",0.05,50000,0.05,0.00370446650735024,0.00366594781781032
"vasicek","Clopper_Pearson",0.05,50000,0.05,0.00372335793046282,0.00368489459712186
"vasicek","Wald",0.05,50000,0.05,0.00370321280412527,0.00366475992454786
"vasicek","Wilson",0.05,50000,0.05,0.00370376864843625,0.0036652835708374
"vasicek","Agresti_Coull",0.05,50000,0.1,0.00358757755797839,0.00350164597149759
"vasicek","Clopper_Pearson",0.05,50000,0.1,0.0036063177415512,0.00352051711068418
"vasicek","Wald",0.05,50000,0.1,0.0035861393156969,0.00350036354642354
"vasicek","Wilson",0.05,50000,0.1,0.0035867897691035,0.00350093762921493
"vasicek","Agresti_Coull",0.05,50000,0.2,0.00331898660279639,0.00309575208089759
"vasicek","Clopper_Pearson",0.05,50000,0.2,0.00333725285522256,0.00311440775473132
"vasicek","Wald",0.05,50000,0.2,0.00331697171526952,0.0030942016961688
"vasicek","Wilson",0.05,50000,0.2,0.00331791665747819,0.00309491760531377
"vasicek","Agresti_Coull",0.05,50000,0.25,0.00324858443995727,0.0029693179399149
"vasicek","Clopper_Pearson",0.05,50000,0.25,0.00326654814044165,0.00298789622584349
"vasicek","Wald",0.05,50000,0.25,0.00324619846078965,0.00296767172370312
"vasicek","Wilson",0.05,50000,0.25,0.00324733504308585,0.00296843799842765
"vasicek","Agresti_Coull",0.05,1e+05,0.01,0.00268642444057354,0.00268080193074642
"vasicek","Clopper_Pearson",0.05,1e+05,0.01,0.00269606786579851,0.00269044879413115
"vasicek","Wald",0.05,1e+05,0.01,0.00268602433939852,0.00268040590733722
"vasicek","Wilson",0.05,1e+05,0.01,0.00268619860953028,0.00268057819174727
"vasicek","Agresti_Coull",0.05,1e+05,0.05,0.00262502073990964,0.0025855949655271
"vasicek","Clopper_Pearson",0.05,1e+05,0.05,0.00263463031318422,0.0025952212650372
"vasicek","Wald",0.05,1e+05,0.05,0.00262457924562044,0.00258517318119814
"vasicek","Wilson",0.05,1e+05,0.05,0.00262477480848926,0.00258535926226026
"vasicek","Agresti_Coull",0.05,1e+05,0.1,0.00253143684879917,0.00245068461204918
"vasicek","Clopper_Pearson",0.05,1e+05,0.1,0.00254099013089197,0.00246027952964951
"vasicek","Wald",0.05,1e+05,0.1,0.00253092661093727,0.00245022362526548
"vasicek","Wilson",0.05,1e+05,0.1,0.00253115746076941,0.00245043060629807
"vasicek","Agresti_Coull",0.05,1e+05,0.2,0.00237145350682775,0.00222055974055207
"vasicek","Clopper_Pearson",0.05,1e+05,0.2,0.00238085241344789,0.00223009380217071
"vasicek","Wald",0.05,1e+05,0.2,0.0023707556922581,0.00222002306725126
"vasicek","Wilson",0.05,1e+05,0.2,0.00237108204487342,0.00222027010865561
"vasicek","Agresti_Coull",0.05,1e+05,0.25,0.00227093132979371,0.00206533467246177
"vasicek","Clopper_Pearson",0.05,1e+05,0.25,0.00228018885533822,0.00207482115390947
"vasicek","Wald",0.05,1e+05,0.25,0.00227005826933268,0.00206473908640774
"vasicek","Wilson",0.05,1e+05,0.25,0.00227047614428956,0.00206501708150789
